msno,city,bd,gender,registered_via,registration_init_time
c7iKV+GbO6hCECTxevnHypl1UkXYo2NSfvJEJ64QQ8c=,4,30,female,7,20151116
PFha1Kq7plbQEWphYyOIxLNPxhDLeA0G7bKKpGFE7l8=,1,0,,7,20151119
n97FlcHa1ABNzZ8dk4PiVNLBydCQ6YBbHDDz8UYtJi4=,1,0,,7,20160807
C8eLTHJjcmStxPQr6TQJ2y+FAmOWlKIvgd2noaZPtJw=,1,0,,7,20150318
Nq0FJMYN5QeerBxXwpjFSY3woPYulOoc/OkLXPDEiCM=,1,0,,7,20150119
BcWvXkzzKXp/WJ0Ci9ToSNgn9v8MBMo4JQhjJriKLiU=,1,0,,7,20170301
qP6z1rCTb2HSE9iuDZ8Yu0FJdW0Jg3JB+AXx6WksPP0=,1,0,,7,20130820
blKzEa1SeWbwO2Mfq6ElFRHJTtEkOSIUy2ynA4kjQb8=,5,21,female,3,20130829
+bPnuTZkhVd6hUf9NL/t5eYFBIE+twrc7fCc0mxy+Ag=,1,0,,7,20130902
0rP9jk5gcPGpcno/QVoVyI9R3BTAa8B/1VJuNoBhT+M=,1,0,,7,20151222
j867f8htiQ2SsV7kcD9Jy9YvAuQQPMWEYiDRDl8ulnw=,1,0,,7,20140601
ISMWCogZCMgi3xwtEgza3RQ2H2QQaM8vUN7BzSuk37Q=,1,0,,7,20150811
TUAXpK+NTZD18zoEFC167njzxr0HjphxF/lUHc97yQw=,1,0,,7,20131217
MMwBpbBt8FxN+woyLkOIl4CNJ5ZbsINYfkQXzeWE2bM=,1,0,,7,20170212
qPiU6B6/otajXjmAVojCL11v3vFoYsM23h14YPvhMHg=,1,21,,9,20170322
Lko8U/8LzlJNita0060O2GdQmxAbVmsktetuU92L1pE=,4,22,female,7,20150728
phDQkLS7ImcbSn654x8g9vbd4ae2JEARXMd8hrg+shM=,1,0,,9,20120307
ZzqpSuh4WCFPf75fVrDtEpKF0z0THNKkwjM3OdP+xE4=,13,36,male,9,20120426
SQalaMxeGKlK+qT4NH/KxnjQMK2rsVTPRE/x7MlG6Sc=,10,22,female,9,20120514
7VXCp20hbwEyivVSZSA+NREs+Em/CjCI2tBoi7ZGYaM=,4,22,male,9,20150804
qCzwT/i5FZsDq3lBCMNP5Jt+y+cJFzKU2zLrYj5enHM=,1,0,,7,20150804
A8U3uXT4mDnFhLUleKl5/W8G/iBIF9migzXbTCgaJfo=,13,25,male,9,20110129
yEe50lBYOZDV4hKBUAAuaJPSbcViUxW6oBm4czVr5Ec=,1,0,,7,20110223
C93aunFs8OtJzu8eJL8ngSh2POW4fKjcf6bgJGcmd7o=,13,28,male,7,20110307
IeEIeMmuT/oEJ1Oq1QeNOgB/BJQkWXCP024Iuk7O+cY=,13,32,male,9,20041121
ev/BQ2MYSgrRx7eGgTRtM22456PA8XY8Zf85ewV8gF8=,1,0,,7,20160723
xg248uY10I38uMXqTGr2W1QAQAWzABLdyIbB+gUmFCw=,1,0,,7,20160804
EwMLQ5loLjjWPWn4b3019Cy/LjpqvK+BCYB3zch6IIs=,1,0,,9,20160805
bVmz+k08C8zh4brbQtl1geYJQN+v+eDkOHqXSZoleWg=,1,0,female,7,20131004
kaCTsW9Heu+JJsOj6QFzirTqv1aUQXppUPZEzAQ4tSY=,12,24,female,7,20131006
tUkyFiBkDYlYSPRq7/J2kpeLo3+hkWn15ctQk2YbuJc=,1,0,,9,20131021
H+m7L2n6DGDxQZhEB4CstJyF56p3rW8CIm/+3wkmQjA=,1,0,,7,20131025
ofVROYiq9UxaGWMexmay7pl6zTlGFs7GNfunghP1vlc=,12,55,female,9,20131102
3Z2FaFmC3/oQ8qUjqA4afBcTIS/4fy8141gQ5gKQLZQ=,1,0,,7,20131102
+SCTiDan7l8yj0I3F0EtdDnZSXjAVyPerS+1nO8bnOA=,1,0,,7,20131114
P/s2x8523FI0llakGaF3dJ6KZgijOXpqnLVbBqLfRvI=,1,39,male,3,20150518
Uuc8X0XkhGO735FhO0WH9SKn2y56QDSU8gQD8PIxLK8=,1,0,,7,20150320
AmIYjfqpIIzapAtFQBEhBJsR+71wrvU6aowgdN7Fxq0=,1,0,,4,20170124
vdB3Fce86ki6rgH2OxV/cIn/CW791iOhVU6WeNzVzFE=,1,0,,7,20100923
TgIRZsPlUB5dkPA2e3tCx7h990A9zBesuYCc+6QMwHM=,22,28,female,9,20100928
tgY7u8BFPyZEfeuRaRyOz3QwDc4Srj0YHhy96IFrTFo=,13,34,female,7,20101022
6N3TniBxmIXjwURb9vok64rvP/uEMH8pFrl/5VD/DxI=,1,0,,7,20130507
oUkTynUwitukmApgrscv7TprBBHtT/Ou5ycddJ+tcYw=,1,0,,7,20140801
EVUCTPm3/9xDAHjCiH6pq+WeVWwJRYxmnaie4KApkzs=,6,33,male,9,20140812
EGZIFztvDBiABGqlOAjHfXYnYXMldXlMWlBTaV7GJdw=,13,0,,7,20101110
UKyrrwNxf9qT7LVHj4cSQiyP/XFp4JXNPBiKpOFAvao=,1,40,male,7,20131008
7R8wOlvLLlbwsPdnmeJCqw84kl6bcyd+OV1ELBjm4NE=,5,21,male,3,20131030
Cgus5HpXH5wthVZgQIm+ogqum+WEj4/iscRgP60BEuQ=,4,27,female,9,20070719
tDatX1N/cnEutSQyWX77zu9XFyck6nP+eyHu6gWGk9k=,1,0,,7,20160112
rTwy0N7PyK44XM8u7cH/hET5WKkb2GRK2Esg82cAqC4=,5,34,male,9,20111012
0Kdub/Sv41JhrfplHNlJl+vYKq60bBV6QJ3E63TdZNs=,1,0,,7,20130112
PBF5zOyqmBBv6yrosxmcsOBnQMgn6EuHfS94GVy+fDU=,1,0,,7,20151208
zbbEmR8JMVTyBfixWb9wTLrFkb/jhWivV7kgs1BnQpA=,1,0,,7,20151209
URI7gk84e8elrOz40VF9H82DEgPRn1hRiwjmhDwIMMA=,5,51,male,9,20040330
yHEoVbxfxgDV97VY+pVR1AgxzqH46Uk+6gT+cpbFNmU=,1,0,,7,20111118
2X7n+gJZYM+I631uVxSEJeZ6hTiBIUFH9pPrCjXAyOA=,1,0,,7,20111201
2TBBsYNljX1+S2ApZdjZw+O5qZcYb1906CINfcfk2xo=,1,0,,7,20150221
lQVaQaDKBEdEfe7Wu1ikrKACFu9p3X6WZuwoLxbQcZs=,8,32,female,7,20150303
LCJAwmh9heaGOwJSNND5P7BB8AURvsfsObCxdBGUsMw=,14,26,female,3,20150306
2G/62MRYQzehcwERFyalliejOIQSMuP0+ZSrRS3rUj4=,1,0,,7,20160816
OJ3iUG72ONGy5XuwNeeCqIkldjKtf2MmUsH7seqJwak=,1,0,,4,20160821
6Gl82uwvTKcq/SHw3wqEL51kUoZpMRqdgdN7IO7ADA8=,1,0,,7,20130717
4STKpbzeT2cbYqR2nkJqSitp+I2nGkghBKZPSnUfkzg=,4,25,female,7,20130819
eFum28O4HOwQf7sm8thDFdBprpQ1gRXmiYEaxUmsWIs=,1,0,,7,20130907
f81v6J0RfCQNvlCRv0zkrlzSiS+k2ZYnezFNJKN8VjU=,5,46,female,9,20110511
Wi7G80sluFy4MzYY2VGqy6VA5H1unoXMZ7e/mLmM4TY=,10,26,female,3,20140201
3VcUgr3wRm4+Epo18StFUUtmuQCHW2Avt/I7smwgKAU=,1,0,,7,20100721
jtJ9dQmcK7SSbVU5Fpe/LaQvlqRIAsuT16qR9tYdWtA=,15,32,female,9,20100927
hzl72vpYUgkoGO6yU4NSG1Rejp+LGALNY4oTHbtGHLw=,18,40,female,9,20101003
YfP0OH+S1OQ335xmHOH4FAM78KbCDz4kG1mrV9ZZHio=,15,44,male,9,20101014
QsoHKCA9ynMvUL5wiuPURoP1ToTertX/H9kFe1HooxQ=,1,0,,7,20101124
lH984z+XoKVU396Ny7G+tqB3Q8TMEeobhhtdandL8ms=,13,38,female,7,20120120
Rs9HWi+knWMRszIEzWm2WSIEarvxqlVViIHr5LC0Ups=,3,0,,7,20120202
HZn+3yELNXO0rYZwig+TUzMVzrXP4BT9GI1escvVXII=,8,24,male,7,20120330
/mYRQtb1K3fZHFMTYBBPT+aIZKW6Szzs1A1uii5ttrg=,1,0,,7,20120409
wEQSmFdI662EX9e0qR0jqJZXmTbjdYJh5j/Rir4hmH8=,15,0,,9,20101214
R1dcQgt+yrGZuPeUDpjnj+WX83/WOO5762h24cYEoJU=,1,0,,3,20131019
DIE1hWjQ4hPvERs1/SkJk1H8MHUgXxS5JiNtisiq0Js=,15,33,male,9,20080202
tnTBEmJXRG6WcuRUVGrkj2GDY7JG0yl90ELVZwKflqY=,1,0,,7,20150723
Bu6603aYbjrUWT1lIwVupKJkgwpGxSPoZKVkF5EE+DU=,22,20,female,3,20150724
u3MpiXYCjxnaF08Dr2VpFAlZXAC0Hk6sHZTqJDkjby4=,1,0,,7,20150726
ooShzB/m5L+HQi4BCmnA60BypWbFj5NJefjEuwzzbEw=,1,0,,7,20110622
4tbfkis/NVyDBSsx1hK3FvAXGgrTEixX2t05d45g+7U=,6,36,male,7,20110627
oODriwUTlfrqcQsOXtAuzdaiZDQAX6ZJECkLRapvxM0=,1,0,,7,20110712
qBnopmFnMOLSebJrqBiPUPDV+is+5VNQp+z3KU3a3oM=,1,0,,7,20130327
sKvqEZrSWx3VXS8uJkOVj29gEOHHVA3iit3Sk2dXcOY=,4,0,,3,20130412
m0IBemGWpAIaFj7xp6uaN34bwsqlPvaWqFmo0zyMqYg=,1,0,,7,20130417
dkjohBEHd6GxSOb9Y9+d+8rVlw6H8h+6KDc/Rx9hsg8=,1,0,,7,20130512
Xnw/zO3HhRG4TT8V1wwSToCwd9OZ8oR7WtuZEseUrzM=,1,0,,7,20130520
PhBZyA3h/+E+fcygQAIA9JbZV30yP/LxpgQwBQdkzTM=,4,18,female,3,20161202
AFYjM2itS0iWTUUZz7CujQtA0DINWOL5m7VGRdSKOOY=,1,0,,9,20150608
v0rZqYucLw5lNMIne5jipiYxKdXzguC2xGYX1uGeBu0=,1,28,female,3,20150615
2oLjPmAfIKIe7agaBujBBrDQ8VML/ps55v/OAFiXS94=,9,28,male,3,20150616
l83DCdD03cP61wgXEDQmrswtiAQ8tSwWU/pJSWUqZv4=,6,27,male,9,20090907
1+bUaPXou2uurwE6WUEIfdHG867k7cWWnYi9cuUcC8k=,1,0,,9,20160825
h/3C3bMbx84KI5tRMSJVVrABM8VJZba+2IRmrNH8wfc=,1,0,,7,20140119
TTkmrJ/VVIjIpZmEJT61nnL2R4FVTFeSFnQyy9LnDtc=,1,0,,7,20120119
a01fyPoepdtcQSZbjT5tlDK82Ex/F0zp8TbC192VczY=,1,0,,7,20120208
TJyGr7OamEyTQXx0htywEdvmgc5rU4QQDzU270VDpxk=,13,0,,7,20141211
v8UJj5/GjOd2PemjHYuAsYp4Ht5GEJUOAGKJwFIqPjI=,1,0,,7,20100608
x+ZYyHNn+TOnvvFTyCiTcHY9pXX3JsnzUIWOcwrgcLc=,1,0,,7,20101017
UYjehGQkDnilgnUhEfYTq0DTKQeb3ePPxzQakXf4mPE=,1,0,,7,20160219
Ip2HKeMywhwzvjUUJERSene8L6sX5dBObCxhFKG7vKA=,13,19,male,7,20160304
qXmP69FunkITix2BhPVUXHSxy/wJmKMZv730p/sDt+Q=,1,0,,7,20160606
k+09d8gblE8yPNskF3eOA2l6dKmHpwE9ZY4pAO2Lmo0=,1,26,male,7,20150617
pB7ZT0agTQd7+HUSrA2UZ6Spw5caZ7JyBmbOCX47qkM=,13,0,,9,20150315
8I3CjNEdrALyE4M17iXLmt/DAuTufVL0fab4u6XNpWc=,1,0,,7,20170213
I/5OCgKke1R85k2KTv7GeoZtBjWqnDgnirwRTUfXyPE=,1,0,,7,20111213
Gj6r1mOngbz84mDvov26ScNKUoXpEypsFjIRS89ZWXo=,1,0,,7,20120110
YLMJUSAUhwyOxXm+Rm9UeC4mbElbzzz6RSVBiBgX6Tk=,1,0,,7,20160131
8uTS7DktU+8upfGN3kfWqfP7t/w0bj9wXUKX47LbpYw=,1,0,,7,20160223
R4SDDvFwvijoxzIadaYv+kIxhEAOf1wcczFkgHJ6WuM=,21,19,female,4,20160909
AoucN7krtwccqI7oO5xKwjlAU5gv2CPxEhNLOjxdEXs=,15,31,female,4,20160916
kM8Vxq2+6tI5nIfjg70A3Ptbh8aN4jR/8o11mlKd0kk=,11,23,male,4,20160925
Z86DQ7oP5OABEXJbC3oEI/XRN02vA4PEzO4noWAtOmo=,22,29,female,9,20110722
IofHp+pddc06NYwV61GSGyctE1wDcmoSrGkSDr+DMAA=,5,37,male,9,20110723
6ToIHe6eiDI2rx6QJckMcDDi9bNK7pLNNOHbXqX4NTQ=,15,0,,9,20110803
VNwyO1UqkqNTuUf/yRBByj/nw/6bKzDm5VtPRYp0/ps=,1,0,,7,20110810
tNu0ouPILU/vAFgDxSy6CFolpRexAoVNVqc5+dh8rak=,1,0,female,7,20160705
0LTFodRWHlB8zHREVL0jU17Q0GWacqfcMbyGqm7V54g=,6,32,female,9,20080705
he0cBxp8twFcBV2p/BnL+LPQbg2mvGH4oMLRgOnuMvY=,13,32,male,9,20080617
ZITHFvIlxYnD6I1K3Y6dF1QyX5SltmvVHafkH7AWA6w=,1,0,,7,20151217
vC6guIkxILZrGBEHeyt68M60vZGvzBiky7R8Gh+VzsU=,14,117,female,9,20041116
kvBaPaGvkRFCtxIqGm19GoePNVBm6s5ep1NCwlCA4mU=,1,0,,7,20131114
V2i1HLhzCND3Ii92OpmrTh3jD67PaBOOB90IFyDyzfI=,13,34,male,9,20080412
pDOkmYy2Wo4joBHLEZ4EhvWoDGDG5rG9bpMtGzwphlU=,13,29,female,9,20080415
SqPC9Qc0iTqXPRo3PK/aid6DiHc+mV+Yy4DMBWSfA4Y=,1,0,,7,20131125
fndtITnIvg6hm8tsERT/qvy+S8zhgwnzWZHFBqKW1E0=,1,0,,7,20131216
VI414m/xGxk//fDxpLHoU9vRMo62KmTyLd7tdmXzgzI=,1,0,,7,20150820
EffwN14CMHxuuRiEcSkwCpc37iCtWR82jkjQIyvRmmo=,1,0,,7,20150911
u/7CCtaZ85iUb/5v0k6fNDl/RRWFZ9YeI16AQEz7qjw=,22,23,female,7,20150924
XME76RKsmCuLKppAko0zmaWKhpIBA2BKBL1QRAUIZik=,1,0,,7,20151028
TP9NHfjYBy13XdbIitEdlARpP5xEAa8hH7QnKi0TMH0=,1,0,,7,20151031
8+rlqJYaXLHy9dLJ+njVtwU9faoGS+paI56DUXZfKFQ=,1,0,,7,20140122
kebkQTaix6kMm+SnBuLzAHMGdjKfnIbfJYlh/O6tuBg=,1,0,,7,20151226
islMZlEK3GF2c7QK1SqTBPgrfiAshWsX3xvycUIkGRM=,1,0,,7,20160925
sQR9L4dbyQvLSmOYrKeO4dgpVYuMJGSs40LAtl9GqwU=,18,25,male,4,20161005
xwZMH1sIgObnGGEUTgtF9Kl3X8UGC/sTW9x0KFrXLi4=,8,20,male,7,20161008
Pw4ox+AidC6oRwRKntH7zxgJHCf602ZETr2X2SsBFhQ=,1,0,,7,20161013
btFCQE/SRnb43tQTtxodtYMmT7QopkGA+UkOwsW4EU8=,1,0,,7,20151022
Eu6+EDi5o2bAgqry8GP1MCdK5IE6WU03+AUl3dYBw6g=,1,0,,7,20151026
gEf2oied6O3e/zNJMSEDzKsG3E5gg5yGCfEA7ivMUUg=,1,0,,7,20160119
TY+F5Kd/mJMhk2PJtEvhUK1k023ScFsBXb/Un01kfHU=,1,0,,7,20160203
0XYFXfvV8GALuza7gS/z7+vnOCzIZFzTkby7nlGlyHU=,1,0,,7,20161104
JVb8XoB89b0/mcwV4ja8Bf9vbfS4crFCujj6MCJzBG8=,15,21,male,3,20150424
i793i09AY+26QxbsNClPhXFujtsqrYThsYBJsGBvIx4=,6,29,male,9,20090109
rZZhL3Rpn0m7VXLauzxBStf/l5rtX3k8O3zY6LU5b5M=,22,17,male,3,20130120
qho7uJlxDPxweVL4nJxNIMreNf6CgdBedsY4T2ru/8s=,13,47,male,3,20130202
/SBCp9VDX9J5wIkKlzdrVHAbjUGgQy9wMmtHUrOTdA4=,18,35,female,9,20161220
JbRolQ1EIyMDf/Zfig52OEOTrZ+bkGP17pkvl4bQf8c=,1,0,,7,20170116
WBfZ0qXMHPwTj3r8VCaFxF0TiL1sPqmpT9d3vDheMSA=,1,0,,7,20150802
5Bgym+gVAjrQoP2Tdds/Mr+UXIEo7EfMies+/2BUckg=,1,0,,7,20150810
i0ZyTZr8kJOxSSvC/oC3vD+YqJvYkMuH65GkRITm9DM=,4,29,,7,20140724
qloBDDGZOlbBNnXXf1opYi9aBFJe9xAGMCQiYdDPCfk=,10,0,,9,20151015
j2QLKm74tepovHu5XTe/s9mXHlgdZlTjrYrOUMDCRik=,1,0,,7,20160704
bhPxyNOYPKGYmROJQW9XqTEoWCoOGIEaZIMMcY2qp3Q=,13,23,male,3,20130425
dbDkjxqTCXMFpul2yqsep3mRICXLzv0TjXUxCCxnEW4=,13,35,male,3,20130427
upDlmunp2yOfmu34GmfBGvM6/iUd2fp4WZmRS5DXAUY=,1,0,,7,20141027
UaXBSf5MC3AIfhT1uVbgJS9Sf/sBCp+jCH33DCxOdyM=,14,27,female,7,20141029
K9+69miFU0Om+L58qI2rOLWoVWvybTcRxGU07jFVc54=,1,0,,7,20141123
O3nxYewmHfGNstUORhiWJYlZdHvaO/QZ+wd4nDUYDsk=,1,0,,7,20131125
aB/gaBOyabWd8BD2oeK/FPS6HCPhkFd99nBY9WVn600=,1,0,,7,20140128
efuZ9AhuvgAq6kPtBleaTkB5Px/GQD+GshQr/oNjhTI=,22,0,,9,20140928
AHRwYXjK2/SSh5ynahRBH6jmR87vS1mf90mFJtLWsIY=,1,0,,7,20160805
bfdUdQB2ItWIWg7uNS69VXfr+Qt7l1q77IizFR/kSqI=,1,0,,7,20141012
3nAa7DFrlQuWtR3ZwjUcj9SCRpaNSiAghAyWa4iwd2Q=,1,0,,7,20160806
NdfzNWRovgf0AnMIjxGHcLbnFaJNeWfnPyssVgzACvI=,5,40,female,7,20141012
wru9TdJB1TlDx0baERmgINOXUfEfcNTXcetGHEeyjrM=,6,24,male,7,20141018
ViG6ZSpXdI5sgDgUrpD0kpVJodNBJbakb2OomnRVECk=,1,0,,7,20160801
ZW1xSWHrIpgT8a4tcP0jJZQ65A5+7aKe3k4w8G7Ui9U=,6,26,female,9,20130929
Nm2Lh44g+Id3tNfpSbEBPsRgtD/B9SUuSHxPs5eYuKk=,1,0,,7,20131025
GuDCrQWeqKDVVjo4weOjBq7b1FmmCztf272Ia5Z/rys=,13,23,male,9,20130105
sqARdQAKmacUPlt2Ka6SFXZT2ehupRGL4v82ZnM1Kr0=,15,29,female,3,20120525
9jb2vXCR8WMDr5zIz6Trq37E7qLJ+e3HYMph7C9yYZY=,1,0,,7,20120528
MqNJ2e/+PaUjAO+wdduFfDNfe9yl/XEUGzjGhF+8xx8=,5,27,female,3,20120823
q7AjXRnfoqX3dy4Co4t37AVtgejE+dGWx8du9PxLm1Q=,1,0,,7,20150429
L2TlEEQGqW6e9zmQP5hp1R+rIVtxBLZqxAy2FpmF9W0=,1,19,female,3,20161015
tM45SuTgPaVEK9mZZSXN3E0+D1Ur2b+OawjGqfIvYes=,1,0,,7,20161027
PZJM6+yEsDqGQZrfvt30suEv292skn17IK2jcvaCNBY=,1,0,,7,20110616
OcXqggIFwUMYC8vOqJUw6deVZvSfF2FzFnNNL+sBDWA=,1,0,,7,20131204
QJa+uUgliet0vz31hUChEMnO+Od8cd3aMBsrTW5hcpg=,1,0,,7,20160115
c981bh5hi3NXiLEtsWalvf0AH5DQNFtaS5SayNlh8Uk=,1,0,,7,20160120
D8ZgJ8ccVN/kw2+IqP0HmE5biez08bnCZCAqjuXu170=,1,0,,4,20160122
DFe62/Xt4BsfdA7kR7yBBYjpNdNqwyaIK6Bn4zWq18U=,1,0,,7,20160130
gd8jf4Ga1E3FLd/fysikXU9NLMl17i+nFRn8jJgqytg=,1,0,,7,20160201
5drWUqYFteLxruAEhKN/6l1gPSLl7tl3sdxPA9aQELk=,1,0,,9,20150412
iHtIy4R+53jeKZmcdFTuYa2iYul/ZvI3U/eyIuxXJQw=,11,30,male,9,20070831
jITnWt4ifMF7lI0O8ij2aYkgKrV8JHVulOycI9JQxZs=,18,20,female,7,20150901
POYSc2cEKiWbNgLZGC2aQKnUpcecs567AslYIEHDEmI=,14,30,male,4,20160723
RphtiWTsKrDFiaOwlyem+885wj2YFqeTpMnpXpf3Zl0=,1,0,,7,20140906
kiXC1HKNOKzZMgFWw1PF16ywCa0TTGNp0MQ8WCzD4Xc=,17,25,female,9,20120410
JyT5zIS5EgJ2sQ3qvK4wAIf9v40taLGJKRxE69gzn88=,13,41,female,9,20120504
QMVeWukJlJ+ClbOAOtFZb5JMRrHftjvJoM8FsOBFGeI=,13,30,male,9,20120527
d8mnjWEFLE7ODepN7W1rZSpOYNmsTOkh3CUg+lmDg/E=,1,25,female,7,20120610
vRPQGNnP8FPNunzROk3qhVvbj6bFqWS44L2OHFsZIQ0=,14,29,female,7,20161119
JlaSk7TQQlVsMh6wzWLJ1rXbDJEQoBvNHmgzv/DZIRQ=,1,0,,7,20151031
0LTd6qUzFctQpNUqqoJBaSaumU9+WeL9NBuQTLzjzo0=,1,0,,13,20161030
YY9dYE6J4d8mcNqQ7O/ra9bn/S52Ucany3GPdfPDVPA=,9,32,male,9,20121215
F4r0+qnx2PrKx7Rwbo+EY2hJJNS1DFr6Ro0ZyyjHeYc=,4,26,female,7,20130112
pqE7vlLA40u1Gly0YZ1SbhRTz6VS6Str/ziTbERh1Xk=,22,0,male,7,20140423
0/Pz8wcfj/wCY6bJIrVlH55DGGQwl2aVGTphihgxtBk=,1,0,,7,20140428
qrYbbrWxt8cuwxUns+y0Ozt7gpNCWfdx6lWdS5VGWhc=,22,22,male,4,20160309
UqdeDktUeqq1s4bSDNMFjSOGEd3CQ0O3XYY2MmH4QNQ=,1,0,,7,20110622
jAdlGgoX0sSeeZPSMWXgEurvgBxFwIWsLZ/T+7sOQXA=,4,29,male,9,20140828
elK8ajvvWv8Jh3HfQPTovD7zEbFRazpv9fSDD30KZLs=,15,0,,9,20100815
n/PtccQiVBHfXWANeoYgQnYWfrzDV/BQeZyvz6w/ots=,1,0,,7,20101028
c2T8Y4s9XK4aAq4o/QFsPlI1ebZ2zzxFQyUGCEOkUSU=,1,0,,7,20101110
TwgxjHb+08U3pJpB+DWgfcj0Sp6KplzWWl8BdQrnBkQ=,1,0,,7,20160815
etoSwBV7aaCT+Hl3l6KkBvqbhg8z+w/De0IjByRX6bI=,1,0,,4,20160820
MZiVXZn++ea2rObFn+XgLCd7VuomE8NAfJ9gBVGOpsE=,4,15,male,4,20160917
LIsy7NIJGz5/SGqROSaxv4zd4HtX+qoN+sAAqfS7jsI=,13,30,female,9,20090201
iZ2G6AGB5mGdbVX4kdugGMhv7BbePzKY2/uFICCy37k=,1,0,,7,20130321
EoioERDnbord/BpVLX6/raItmHH4ywpxTrP2xLoYDNM=,13,34,female,9,20070901
03RvuiIScQVZDEZwYHvzlUlFvufNLd5vclTQfhVMt68=,13,30,female,9,20071031
oB8OI48jGWnPu46SkTn0823jkTUMBojajC4F0uehXhA=,11,32,male,3,20120908
T2ZZZuqDEc07GXrWkUHC7OsviU3w2irt0uplo2fFHN8=,1,0,,4,20161007
WoZxF7TMYDUpN1BFX+qE+845NoP/K9F6UIoYPzCO1rg=,13,50,female,3,20150623
9f9wKwar1sqKTs+kOil/+DNTgfNUIrKAufWkfc26auA=,5,26,male,9,20150705
MML8NHdf56bFbb8215etR4D83xa0yFPGkqP8iAOLUt0=,8,25,male,9,20150710
xxbz/R8w3I+gvr9QkptWLCkpwPpeq6IEs1+l+kyF1PE=,1,0,,7,20100321
an6ZV+lrZ6usMP1s8WlCD/n7h29tXYLZ3SSP1eyCVc8=,6,24,male,9,20100403
JJw0fEA5VNtpbLckh0NVLinC37fzfYS59qFB8T6xEg4=,1,0,,7,20100520
TzLQa2dioFMKlvTQeqGzBPmk5VKeSW3GZxUGtMHQIrU=,6,25,male,9,20111003
DbMbgfdIp7KkpXwo/+tbj0EDG1NTK5uBmXy0+4eigXI=,1,21,male,3,20141031
q38aWbv23ludnFaokBUugbmDUhwfITilrFLy3i0sIUo=,1,0,,7,20160704
X/j/YN0clB3f0ZMq3ND4R8WN4fLuZbReCVVKQvbblEU=,1,0,,7,20170120
mrYTP3nixzdRaPTMPY2Z2xh7s7hRLuTZUNyV/eQFZz8=,1,0,,7,20160821
rmuPdV9LQW04Tmd5ubZlmgXtRp8Ls82gZyt9azivjWY=,1,0,,7,20160828
CZuozwqxvOJlqYTLvKDyytvu3kzzJrd5N/zJbg662mQ=,1,0,,7,20140824
LZv3k/IGUkYxVivK7R2vw3Hq1mlOEhAp3bXZiyqI2Ns=,9,30,male,9,20140911
FMoCXRbhU3uXGaZBdWONwc1zGZ/q8ubNsUaSSS2vdj4=,6,25,male,7,20141003
UvnEsdK9z7dBS/QEWctYonpIm6uaaRhj1eK98cnQyhU=,5,26,male,9,20111207
4xYXhIQdzjr+HHyq3DJZHDNxj/9/PEuaTiNURvJAd0E=,1,0,,7,20141116
rzo3g8aqVNuz7rZw2L5QqZRCyZMOsaVfupB0hXonbqA=,1,0,,7,20141124
Wy/5AaIx5ldTK13NfoU0mAWZrgjfuYgvYbnxlZjtnEc=,1,0,,7,20141127
tAscsIR7mTChe/tMgxQTI/Ix/X0KHmUlwH7nG/+0fDk=,1,0,,7,20160328
CGgCQi7g1LliSWdlK0VRzSbcYNkCOT1bywP749/TwP8=,1,0,,7,20160403
FvmFWfY2tpfvmY8RsWC7r1yiHB0jew8Pfd20xc09GBw=,15,36,female,4,20160911
rRqRAB1Th//FnleAqab8crM6ly2c7lDHFQW80pdsR+g=,1,0,,7,20160915
w40yAAUjPSzvz6ggWmeOH95aUEgYbTSc/VgeiWG2Ajs=,1,0,,7,20161029
GAESfBiabztFGozNu6X78w9LmSvbcgSSoKkhgA3iOnw=,18,27,male,9,20061203
8z5pgV9rCyhQfp0VZbnJlJwJScwomzzhKo6wR9iWRLI=,5,53,female,9,20070209
S2QREdgDybEsnDxU7ac7OMqBEQCP0uKdPOjqxgvbdwo=,22,54,male,9,20090214
RkxTM8dJ18BFCvkQjWZp/0U6qScC3HCjkaJlDxsV4Xc=,11,23,male,3,20130214
dMG7qrLqsbZoR+dbhmZ9LK+i8Jmd5SBy1nRilXFoQp8=,22,0,,9,20140912
fQ8Sa/SCLFsvSflxibNt245DrkTIOQr/5Wcf9p0iIvI=,15,0,,9,20140917
ys0PCNHM0Epa6zWiJE83JNxhG2S5z9CwW4o8WM/CHQc=,15,25,male,3,20131211
6Bqfysl4OXskcfeox3TRCyjXK4Nqoyz35qknSuK2d48=,9,23,female,3,20140114
VYtAQvG4ySML4sbRZ2LfyibGT8EMDho9VGBZbOnns4Q=,1,0,,7,20150909
29kTeASl2I3YjCZBX/MWrPwBagNjWu0R+TzZfbId6TM=,1,0,,7,20150921
0zAvwBro//0qcH/S66IaCSMkK3AUMhwpmlb4Pfa2yVA=,1,0,,7,20150730
Geeoz/c8vLA6BDtsSCcS1VHCCaI9GGMgBWCTxh08OUg=,22,30,female,9,20060526
8skrCwdWWnNmEwixHOp3JFnARC2LWIlj1IKgeLkxt1g=,13,0,male,9,20160513
Pv5z8WqONA1c0uk9C86171JWauoixFmGJE/El1kypMw=,6,0,,3,20140611
FoAcvWV9C48mwjztzVFJM2uMYz7N7OlgQaRlgCjvCdA=,1,0,,7,20160830
44qC3b+mFuGKVPyrE9bdxUgTia/VMIQzvVqhkwSAZKE=,13,30,male,9,20150305
PF49tlXO19wlcWwOQIahgCBnKyxmzoAlkAptPWk1yYY=,1,0,,7,20160104
