msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
50inMHMwhs3Afym0SqVQOqeomPAY+7UDfF0QarypDTw=,36,30,180,180,0,20170322,20170421,0
5AOJQrPRwHzOjqqaWuhdJypwZd7gHs32GiW4qD3qIXw=,41,30,149,149,1,20170317,20170417,0
5U7PbXzwWbxRNxabzmPc9NzVCWIHv44Q2CvWrQ60Vw4=,33,30,149,149,1,20170331,20170512,0
5naMnLOVMr05ZDCL60n20Rvo9Mt9POm4AIGAbFU8oMA=,40,30,149,149,1,20170320,20170419,0
5qdxRBUVmyVNTJMDwJQ/ZFMQpdFn7soinKm7NTDOxNE=,41,30,99,99,1,20170309,20170409,0
6BkUNdBNiN1oCer2rFN+8vG0vI4zVRpPy8QRBunlGl4=,36,30,180,180,0,20170304,20170403,0
6choDxPISHD61YE3sCETXzYVRHtvYa6cNh9HLFNoFG8=,39,30,149,149,1,20170331,20170526,0
6sOfVN5gzas8AXh5pKRrp5ZLW2eccn0ytaXcYzVyP0c=,41,30,149,149,1,20151221,20200523,0
7Ps0Szo/7qW7l+tq1PhyUsOS7J4l7Kp9jXCaGBVoLG0=,38,30,149,149,0,20170301,20170331,0
8RxiIV/fXAB78kvDZCrFV1b/2IfJrYCHOMRdvCDKjFc=,39,30,149,149,1,20170228,20170407,0
8q6fcUBIQbkYxfdspqmuX9uhqhQ8B6qMdfbAv+ACBUI=,36,30,180,180,1,20170319,20170418,0
9KAnlO+l3sF0QTwEV1pVJBgRsjw6BwcPUgiXsLJv5I0=,41,30,99,99,1,20170323,20170423,0
9pRnFPRGNc4Z5NXOKuy14aeSJaqLNJoG4FbdcUuKyV8=,41,30,99,99,1,20170316,20170416,0
B9AN1HEne4vKVHQ35LWa+BSp+MtXCQW2CDXwxzELw+k=,41,30,99,99,1,20170325,20170425,0
Bc3fqMcsq7czRiFXVzN1QlUySRiQJsZcKtNSdODkY7E=,41,30,99,99,1,20170303,20170403,0
Bw27ByKQ8y+8emCIWGjy0MEW3ck7T8v8rYFKAomStZo=,41,30,149,149,1,20170314,20170414,0
CXSEuE02Z+i0Dh+YWNzMyfU8oGki/DQYK0ov7gctd1Q=,41,30,99,99,1,20170307,20170407,0
CiOrkoVYUQhWQenWumxFPshPCOawpa7tEVQCzvSpARU=,41,30,99,99,1,20170331,20170430,0
CqJSjxkhhoabgguyRVTOD+MQeBe/t+9oVd8sdzOoqNY=,37,30,149,149,1,20170309,20170408,0
CuJplgxF6kVaNMq+5CcbqKqchWVwv094TUbkQQcVZBo=,41,30,99,99,1,20170318,20170418,0
CupK0AamXtvEWQ+SfcYwnfdbnHMrCreVDAW0GMOaYY4=,41,30,99,99,1,20170316,20170416,0
D7DgRvhpog5t2r2OJ5wy5V9eIqgIfRn0I0tzUCk+m0A=,38,90,447,447,0,20170322,20170622,0
EIoW0386iFJMjROSBurr3KNHLAArtuuipheGS+CuLg0=,41,30,99,99,1,20170323,20170423,0
FIqBx2qdzvDlfchHf6ksryYTjjDG70XE2q+gyQ2fcSc=,30,30,149,149,1,20170323,20170422,0
FKcj4bHfwTD3JYj22vYUlHWAucyyESGoX89MCGIiWlU=,41,30,99,99,1,20170302,20170402,0
FwJln3vqq5DLNHQAsqzfw67pafajxRQNdE6ykb5SS94=,32,240,1200,1200,0,20170302,20171112,0
G8nVX+BrTdVZRwaSkNvWcRHDdqZQPWtwoV277aH9Jsc=,41,30,99,99,1,20170308,20170408,0
Gagj6h2Q1MJKfOvsj6oGpC7TN7gpDpYl973sfzJygPM=,41,30,99,99,1,20170315,20170415,0
Gg8MLJePkZ7+UG7qtz+reC6h7SPkCL4tyKxl1BsvGeg=,41,30,99,99,1,20170317,20170417,0
H8TgsdPJf7BDnzRwDufgSPTqkwZMuMB8vB+Cst1HjJM=,41,30,99,99,1,20170323,20170423,0
HKfvSvYyNAUZpc/cG8bJl25qww5JCEeH4TnqqqFOqqI=,38,30,149,149,0,20170306,20170408,0
HSsuPMku2kOu7BfEZidT0iQDLZp8eAqoGhr+Jr913p8=,41,30,99,99,1,20170331,20170430,0
HrRwKB+pQ+4KTqH6w8fcBsXg8DG8xT4oEWeGCjftJWY=,18,30,149,149,1,20170307,20170407,0
I/5OCgKke1R85k2KTv7GeoZtBjWqnDgnirwRTUfXyPE=,41,30,149,149,1,20170312,20170413,0
I8Vnov27HOjgHDb4Pc08cPnfLa34nKF4lCp/1cA2074=,41,30,149,149,1,20170325,20170425,0
It+DaOeXTI170YxPjS/VxfuFb43hPZJTJUmqCqMUMIM=,37,30,149,149,1,20170325,20170424,0
ItObv1rIOKhitzI2KkRQ3gEn60wxPEO7ZVTBZsh0Xak=,41,30,99,99,1,20170331,20170331,1
JLhprdMGNQCXEa9+h5lOLbOGdbY8UWBL7nswLMcAr6c=,36,30,180,180,1,20170304,20170403,0
KlvIx6Tnaw8Dja4gtm0Shl93ZrVkOJ38D7qNubzp5JU=,39,30,149,149,1,20170228,20170426,0
L+AOg0TwWfgYxSgmJ83odssWq2gRzF1P8HozdxAdAoA=,41,30,99,99,1,20170311,20170411,0
L3tBSZH9Rcxo+pi1gXneegh06dZ4aGuF6RDATSiRHp4=,41,30,149,149,1,20151219,20181020,0
LH9EAIvZTJRDHKp8gWztqMQeoLXiig+cAQ/0jOvzdrc=,40,30,149,149,1,20170327,20170501,0
NV/LGaDBDfQt3CTuk2YCcdGmcsHN2q6WGOQ5zIi2Sdw=,40,30,149,149,1,20170306,20170405,0
OLJLfbEhgOqvV7Mw+ZN/OgPuLFzHSVoEY6UIeM6jWFo=,33,30,149,149,1,20170331,20170430,0
P5+Y12qjakVpjKbltEpSk6cfs3aScpNMKqIGLymM2TQ=,36,30,180,180,1,20170312,20170411,0
PAjXW8Jf3Ofor04geoGSfcOhm0xq2yWoRvI85Q2ShSY=,36,30,180,180,1,20170330,20170507,0
QWDdXUXyL30ta5Pldky+JosItGXeFYpbYLI6JCiHs5c=,41,30,149,149,1,20170323,20170423,0
Qm99FNPXOTTbWqcnARaMmoURc6gN/23NFSBzHMzcipg=,31,30,149,149,1,20170331,20170430,0
RhRvK77p7t83Y9xbujI26gdXjRMvZdnBBgXAzZ1Ke+g=,41,30,99,99,1,20170318,20170418,0
Rv63jEcNAXQxUEGINiAfTxZjg2UBkxkHc8i3wIZnIbw=,41,30,149,149,1,20170326,20170326,1
TEpV1Zmea+y80fH31pDVBNHIQu1luxc2xsIXmS2q3fk=,41,30,99,99,1,20170302,20170402,0
Ts1WZ1fHSPTMqx2SGG3qbvzGJO53Btc6tDDXu55kfcA=,41,30,149,149,1,20150114,20170719,0
Ts1WZ1fHSPTMqx2SGG3qbvzGJO53Btc6tDDXu55kfcA=,41,30,149,149,1,20150114,20170819,0
U10iSJLjW9Kaxklp/bshh68dM4LwmE/TfF104R21WrQ=,41,30,129,129,1,20151113,20171103,0
URYpXhHlVsADROFuINiVXCGVZ6heg+XMKoJjAoQyBis=,37,30,149,149,1,20170315,20170414,0
UU+N+fBj/KzqQbyJz+akEg3IqMb0fo6ES75vVWevAog=,41,30,99,99,1,20170303,20170403,0
UqibtxP7FppH8EknbOTp1FWADbljcBPRzf2Z7cTalTY=,41,30,99,99,1,20170331,20170430,0
VJxWPNsfet3HUIRl8DPrBH5N/oUPJFcZelHdUWNobgk=,40,30,149,149,1,20170327,20170426,0
VmJ8I7vCW+E7Aon6B1H38ZZhTfTdm4Kkn4wOVRbCgqo=,36,30,180,180,0,20170315,20170416,0
W1Tu0CvPs500FumZAvk6Ewas8cL9qLiU72TAZEf8nlY=,41,30,99,99,1,20170310,20170507,0
WSNV9SFxRcrVeTGaHouZ019xUmNxIpL5I+Vcb7v33es=,39,30,149,149,1,20170331,20170517,0
Wny1Lk2A039w2I/LKQ/0RvBmChY8zoQHM4/gyhAxPZA=,39,30,149,149,1,20170331,20170506,0
XpoOl8mZyR+slP7qepDDQMprpfxy16EMPdISS9GaxgA=,37,30,149,149,1,20170228,20170503,0
YpNWrDlfm+8DC2F4OaGvXMZqEK2SRTRV4pgw6ogU+48=,41,30,99,99,1,20170316,20170416,0
Zh5A0/JsmObJ6eqeE1JCGclsMOFQ1IJOovY6Rx2xC4c=,29,30,180,180,1,20170325,20170425,0
a+Hf6mgfmGKX+OHXjvfV1XDP2lHmnM8vP4vquQjZp/c=,33,30,149,149,1,20170228,20170403,0
adT73HWvrEC8MA7cPc3a1Gh4Lg8oNjZOhkvCjuvSRkw=,41,30,129,129,1,20151214,20170415,0
ajqA6keXMrTg8ayy1+fsW0dqVU/6+Tn5EIHg3JzCHa0=,41,30,149,149,1,20170306,20170407,0
bCsoLk/V7qTnxOgnZs421lQsb7C5tj0obSZK+F09v8k=,31,30,149,149,1,20170331,20170430,0
bGIqxg3Rhr0VC/fazNsTA2e1q5xZoxfKVAnhcQx1LNk=,41,30,99,99,1,20170315,20170415,0
bJBI6arVvKBK3MAJgp0KbR4rHemh+rgPVe/X6WsxaSw=,34,30,149,149,1,20170331,20170430,0
cdpfaB7ZGVyiCzYGjAIencuLe1z54bXJdJxPTC9KzY8=,41,30,99,99,1,20170318,20170418,0
evt+ytrER86662aIp+32QxO+zC4Dr1YmSKOmfIiM8EM=,41,30,149,149,1,20170331,20170502,0
fAomoz2gp2EnFC8dMewPlmSvCq6tcxpNZrR4jr4mq5E=,41,30,99,99,1,20170312,20170312,1
fZsUBZnGFlXQ53DkgUCgSq/jJMn50O1c+UVYZR6fRIw=,36,30,180,180,1,20170219,20170416,0
g6j6RmoUw7CS1bQEvtj+wrB64tXNwxRG3qTw6J1obWI=,41,30,149,149,1,20151214,20180303,0
giVm1dR9i6BHdrty6fIPVt0xtcUKqNimhfBiQFHlhBI=,41,30,99,99,1,20170305,20170405,0
jWPs3DAQCV+JMIj4/JCiYBFCthZWcFvMeAuP4+HkPoc=,40,30,149,149,1,20170326,20170425,0
jtJ9dQmcK7SSbVU5Fpe/LaQvlqRIAsuT16qR9tYdWtA=,39,30,149,149,1,20170331,20170530,0
jz9QBaXczhWU0qlz874/exPVK78BBtU6iWLmVMJ0f2E=,41,30,99,99,1,20170302,20170402,0
kIhVfeVP9EY4yWXRKuPoDk5dinRs06Hy1HIWaQFnGRw=,38,30,149,149,0,20170322,20170421,0
kgGiJEgDm79FoyJDgx2MSZtgFbnnIVNGUkiueNJWLGQ=,39,30,149,149,1,20170331,20170530,0
lJ8MS/2MQpe76QRBBIgHUlKS+JVH7M7ZgAISKz1cHJY=,39,30,149,149,1,20170228,20170422,0
lohNFOLONPuePDfmS3WJts0GEY6C/mwUJHDwM6jvgso=,37,30,149,149,1,20170313,20170412,0
n+fsxRBMLQhltXrc+RaqDr32Z0Q/tJuNsI/5lWzQC/M=,27,30,149,149,1,20170320,20170420,0
nLTRQ1Mp7L1knPNbGny7FFcWgyN7unoOwpYdy/zskIQ=,41,30,100,100,1,20170326,20170426,0
nN61UL8Z5riJBtU2W6tRl9T1jzrjp7rKBtLqPt9UKqE=,41,30,149,149,1,20151221,20170525,0
p+/A4CkuHNk8hOvrclmk2XP+ywfADAMgKjLnaxPDq54=,40,30,149,149,1,20170313,20170416,0
puBJWtT8nlwewjsRwXzoID6HA1pmxqKD9LJN+/RfDUk=,41,30,149,149,1,20160819,20170610,0
qMtt1OqFZHHl1x5wfJIEjW7HMzX5p/UCzTL6c+2oYus=,37,30,149,149,1,20170324,20170323,1
qQ5X3pU9rB7d98hcorBu4yBkqwIOs0/JoQIes6n6ZBw=,41,30,129,129,1,20170314,20170415,0
qho7uJlxDPxweVL4nJxNIMreNf6CgdBedsY4T2ru/8s=,37,30,149,149,1,20170327,20170426,0
r+7B6hIKO8XrQiPl+wxNDMionSDMeXDDLWWhYnLnrRM=,41,30,99,99,1,20170309,20170409,0
sqxfvPMwFB7g0+T9NrSGY36ADNDnHtS720Vczlf8bF4=,38,195,894,894,0,20170322,20171005,0
tIfklf1GxbT2ESomLo7a2RBAWszxCqKWh3urM2WcdZs=,41,30,99,99,1,20170312,20170412,0
tmShMjuCvL9gGddxCF74Y8Ob/p8idiBR0PmXB2SLsmU=,41,30,129,129,1,20170308,20170409,0
uUbs3plebxiqRpF9TcOL3RSmvocUipYsgj949Lci0Ck=,36,30,180,180,1,20170321,20170420,0
ul+nLpE6uXRk78qoFw/yxk04tIqCXeZRJv2QmxFaoPA=,41,30,149,149,1,20150125,20170926,1
vpDYBX/wY6FcBX9l9gWsExB87HpGymga7kJiUTosfok=,41,30,99,99,1,20170331,20170430,0
vzRNYMg47ENcHRnMvcb0cNiXG2KZdtWiN28ophDfgOA=,41,30,149,149,1,20150831,20170604,0
xVlcT8zMtoAB30Eqx1IfwFiVheYzjwJiEDz5lidk1FY=,38,30,149,149,0,20170315,20170414,0
xVv96eFQiLCffCWWF9LJTVe8Ao/8gkDd7E2t5buD1Tg=,41,30,99,99,1,20170310,20170410,0
yF8akZU67jZP8sCLmiL07eDOX65I4tQAqEonsxNEKmc=,41,30,99,99,1,20170317,20170417,0
yOYS2arlgFuVS58NbNOI1w6/J2sqLoowF77ehW0Mp6Q=,41,30,129,129,1,20170313,20170412,0
yfGL+R5WFkvW8KoHCYoJrIPQz1qlRYmckeUiJSI2jFM=,41,30,99,99,1,20170321,20170421,0
ykrUGFKFaHHWypHtEQMG8GZ4/M++hg9N2dblIws859M=,41,30,149,149,1,20170326,20170426,0
yrpFaXpVCZYoTJZlQ0YoulBvKKxO8f0G2kQnnylC9mU=,41,30,99,99,1,20170304,20170404,0
zdWx1L+KTOOdSIazoHelJz9rdquXL53srIDzsb51meM=,41,30,100,100,1,20170310,20170410,0
zvXwrV2eqRH0XKLT2Ofujwn9Qe+QhDpa5Pe5G/wJcWU=,39,30,149,149,1,20170331,20170512,0
/8tm3vs3CnaaXEkJnF+KHJGLXvgOsxLVdubcbpH0boc=,29,30,180,180,1,20170315,20170418,0
/fEhibmDkkJYzxH+BqccREV7iTqgaQg4ZzhLfQxQnYU=,41,30,99,99,1,20170326,20170426,0
/zTibMEfRV9nIaareSfJwXIHpRasT/FbVNCjOBI8bow=,34,30,149,149,1,20170331,20170430,0
0aEuL9fhuUXN89fGk7l7UBL+kKyJSgJ5DfddFOPfze8=,41,30,149,149,1,20170322,20170422,0
0bjInzE4gmA/ndmiplWPVpzg2ONuJu9apG4idPl2q4U=,36,30,180,180,1,20170306,20170405,0
1+bUaPXou2uurwE6WUEIfdHG867k7cWWnYi9cuUcC8k=,28,30,150,150,0,20170316,20170415,0
1PcpIXshUvZpXXPfEZMysJqdFSDb3rlCjAd/Pko+QX0=,41,30,149,119,1,20150208,20190208,0
45RypA9lQdgdLe/Mu8JmXjZ4ztI+R57V3SiiroHw7K0=,40,30,149,149,1,20170316,20170415,0
4HNq+3BUyNC+qPMjOlq7iUD0dsg/nzW+HwoEX3BgoSE=,41,30,149,149,1,20170318,20170418,0
4JIvkqQTsZwymereS7C6ikkFb9WJ16SS11kOaOhto5M=,34,30,149,149,1,20170331,20170430,0
54yvbAmJ42Jh8R2P07j6SfHRfYaeSJBIjyi+w4hhpHw=,34,30,149,149,1,20170331,20170430,0
5M/Ti5Uuhu6rjZemJ6pebGyHKdW3jPSECh/tK10NJLs=,34,30,149,149,1,20170331,20170430,0
6iJgjWSkxnIwpa7sqa0gS58w33o2sHgADnqfbZfuvtc=,41,30,99,99,1,20170311,20170411,0
8i+vRcOIP3dNPnDu8BmhEFimsK7IHRMCREjVWoVIkDg=,41,30,99,99,1,20170316,20170517,0
9a5SXi7c3xbGOilTx82hbiMSQgvCkYlXkL1iMdQtrh8=,41,30,149,149,1,20151219,20170419,0
AXSZfMWv1oyZbDvz09kaR/yYn57cvGK4L7KXMgoqyHw=,39,30,149,149,1,20170331,20170507,0
AtaKk039Wm957pIUBG61bU60OblKN8VDpv2lTwiVLnI=,39,30,149,149,1,20170228,20170429,0
B0muA+Q6N9i6f1DPGtSWY5i8PJjsm/+qXgaQ+87JVWQ=,41,30,99,99,1,20170331,20170430,0
BB40jK8CHWywAHzPOwuwj6WtM05mbewe/7B74YxTZgg=,36,30,180,180,1,20170322,20170619,0
C/Rd2pVMXYqlu1QM13MBjMepATeWVuVOcNZlNCAHaR4=,41,30,99,99,1,20170320,20170420,0
DbHSOGeiHonLzBwPOu4akEscP822N8Gzc86Te+XDJTg=,41,30,99,99,1,20170331,20170430,0
DciQRTTQNuEQLxqi7gwnyeODjFNnQfCO1idyDt3mo94=,41,30,99,99,1,20170316,20170416,0
DmcrojnixCkUxHiEcwwMK4am1/5J1+t9Ovb6pZRD3cw=,40,30,149,149,1,20170320,20170419,0
E/rBJdV8ZZkQk860R8rtkcK7WrSV1wqVmlqKjejGeoo=,41,30,99,99,1,20170303,20170403,0
E0TWq9w4dIwLv2GCMQsI+3iuIXVl3QlwMuFQDEUEkAg=,40,30,149,149,1,20170319,20170424,0
EXUuegPCOFoSwW/86LcuBsg/DYLcMRKXAdmpKcK7q/c=,41,30,129,129,1,20170325,20170425,0
Ej5Q8RR4SXM7FZh5OJtpa59hR1Zuu6j9uKjZX7uxEu8=,41,30,149,149,1,20150818,20170818,0
ElO5ZON63YTzsyBBkcEpGEWG4zRefPk+mGQa9XRo9y0=,41,30,99,99,1,20170312,20170412,0
EpXiuU/JV222aaRYT/AhVRukyfe+5oQWYJOTYZv20OQ=,41,30,99,99,1,20170323,20170423,0
F18j7/OwuDM5w2jQORISa8ey1SL+HsnYcLwL3PPmUT0=,41,30,99,99,1,20170302,20170402,0
GxYyK/Pk9OtV/HFFvHuowH7pcVp/0DqqnwjsiKljGD8=,41,30,99,99,1,20170324,20170424,0
HKdRWSebq1ddjEa05z3rQ+wZlV+WgQtFztU5aYjgg3Q=,30,30,149,149,1,20170318,20170430,0
HT6bfRIREDuf/J+zUqxBpvQo4XFcP+HlOizRqURdi78=,41,30,149,149,1,20170311,20170411,0
IOv+6NT/A6tInZiFmR3EFOQVz456Dac6wpA+9tuwuRw=,40,30,149,149,1,20170326,20170425,0
ImihB55SOLoq3DO4bL9nAZuVBvqLTP5kKyC1mNbz3VI=,41,30,99,99,1,20170320,20170420,0
JQocQGpon24JEPeuaM9Taex1+O8mQ1y4CncSRRJ1B3w=,41,30,149,149,1,20170323,20170423,0
K9Junk5R2Pw2VGugpwqE76Qrr15w28C8kzc6ZCraEuQ=,41,30,99,99,1,20170321,20170321,1
LFig01AwU1bEEmzrptmqP+CDsrXh8j3bpSNe/cWzCNw=,38,30,149,149,0,20170326,20170425,0
MWRwO0cbEyLFCD854ZPuu+8JQ6XLQ8J3GBAWpKAoq2s=,30,30,129,129,1,20170328,20170427,0
MZall1ZCLNk6WRjCbXsI1Jc7AJJpNiznZgag+R45f2Y=,41,30,99,99,1,20170322,20170422,0
MklolNrIZpHXJkpI0LKdS9GId9LJQisT9Fxkze46uxM=,41,30,129,129,1,20170315,20170415,0
N4nZhQi3NdeP26O1oAj64UCkoHPWiWiC3aqafedjprY=,36,30,180,180,1,20170327,20170426,0
OVonNc4bUjbCGITItcbY0L4wtq8Oaq5bRlO1N8OJ+us=,41,30,149,149,1,20170302,20170302,1
P7MRhhFo2oZ4yOdaz/u5u+Fzip9urgIc2wwO8ilezdY=,41,30,149,149,1,20170311,20170411,0
PGbQ9ankbLGn9UlR9Gxj4j2PoIHqYDtrMlTa/QGqLVQ=,41,30,99,99,1,20170331,20170430,0
Q7/0jaZeS/Ty33j2B6I1xBPgGFUKHMUiD24aoL7QBlE=,41,30,99,99,1,20170304,20170404,0
Q7XrrgXaPWYnOAQfvZx//HiN6DscJWsuSmSO4tJG4l4=,41,30,129,129,1,20170331,20170502,0
QgMKAV16BXg/tzZbn3IkhI/zZxcFQ5DbOMi/GSoarhE=,41,30,99,99,1,20170311,20170411,0
Qk2k0BoiRdOMzDZl5qOEPNn0U0tiyO7kiOw9Wpzd58s=,41,30,99,99,1,20170305,20170405,0
R1V7LBA5J6fVoy32Pw7fBg6CJEis4OjuJKh44Yev29w=,31,30,149,149,1,20170331,20170430,0
SCIzpWVBXs/t1z2FUYs+6+rtyG5+s8lA2NsAHPYzPFo=,41,30,99,99,1,20170306,20170407,0
SSuSF4CHDNJGdP2Dg1vbfjrp0NVNWHlo4YKH4l0PI7w=,31,30,149,149,1,20170331,20170430,0
TEiEPOGNbqghmd1SqpwKR2KCiKJfz6pxaSQEk+KMdow=,41,30,99,99,1,20170323,20170423,0
TSD/kz/dEUc7tNcxbq7/+YvCYC4S1L6FoeplV76a1hc=,39,30,149,149,1,20170331,20170505,0
U2sNePWo+wN4bwDJXRxPdE/I4slWlsXlIMMUeRoMMD4=,36,30,180,180,1,20170310,20170411,0
UIGv6JR3+OGhHv8i0CGqPOFderRIwKTHJ1pc1ZHRqyU=,41,30,99,99,1,20170331,20170430,0
UnJbdZOwdQBKCE5VbAhKSWtivF3QFBkUpqoEzjdMZVw=,39,30,149,149,1,20170331,20170523,0
UzgxgoLn5VL5V0Y4mw+udkz88VhpVmARNdTOdJU3iZs=,37,30,149,149,1,20170323,20170425,0
VYSaM+yqx5IiiBYULms9cJw9GKkbsSkk/jW2KNuRbtQ=,41,30,99,99,1,20170308,20170408,0
VhV+46R+GVlG/8QwFwdRQeDNPuW1oE1f8i8dKzU0bOE=,41,30,149,149,1,20170321,20170422,0
W8xBFedXQq/vmRCLw43aVXzseiR8CcGQdA/hUy3XOKg=,39,30,149,149,1,20170331,20170520,0
WAMleIuG124oDSSdhcZIECwLcHHHbk4or0y6gxkK7t8=,41,30,149,149,1,20150821,20201028,0
WAMleIuG124oDSSdhcZIECwLcHHHbk4or0y6gxkK7t8=,41,30,149,149,1,20150925,20210428,0
Wij/AWJ7V7OR6Z3i68ESXnKv/8WyNewpVsHRyp/1D4g=,36,30,180,180,1,20170328,20170427,0
Wny1Lk2A039w2I/LKQ/0RvBmChY8zoQHM4/gyhAxPZA=,39,30,149,149,1,20170228,20170406,0
XjTgF9+vPe589QXWAPehqE/JnPCLr5RPZMoUAQtY/Jk=,41,30,149,149,1,20150517,20170625,0
ZLjuhQL3sEgY8fWHTRD0takF5neKYVUS1DSTBG66zX0=,41,30,99,99,1,20170331,20170430,0
ZRk25wFTT9Ok48LS2frhch0LEWTNasUMs/Qg57N6xEo=,36,30,180,180,1,20170302,20170402,0
az+PGx3uTVdsDn+unSQ3WFRYIDdUyjFUIg6Hsva4C78=,41,30,149,149,1,20170320,20170420,0
bDhbdidcG0X1oW0p6vKPowDYyC6pnpMCsGO3wvnWKw4=,36,30,180,180,1,20170316,20170415,0
bP8LiwG6DuPCTJHMPZaUAHoiDRJX1J0y6LbmEUTjfYI=,39,30,149,149,1,20170228,20170428,0
bmDUk22R22yPeNaa0IccFbX7OTj1fRM8QbD8edHCoPM=,21,30,149,149,1,20170331,20170521,0
c88WKXmy4BjYC390vVxkC0pL9BLANeQmDYOICzLbk/k=,38,30,149,149,0,20170209,20170712,0
c88WKXmy4BjYC390vVxkC0pL9BLANeQmDYOICzLbk/k=,38,30,149,149,0,20170209,20190503,0
dNGBqODnbr8zyMNybUnphtIkj3TnkWHsw9PnquTXtwI=,41,30,99,99,1,20170304,20170404,0
f1Mxff5JH9HCRJVlxWYyX9QIKGhZekBZLgXL8cjOPUQ=,39,30,149,149,1,20170228,20170429,0
f6jD9CpYcIxyKPbhck4zPNEB2V/Qmbl5HlRTg3+W5Rc=,41,30,100,100,1,20170305,20170405,0
f81v6J0RfCQNvlCRv0zkrlzSiS+k2ZYnezFNJKN8VjU=,37,30,149,149,1,20170306,20170405,0
fXMWdurJn5ookGvC00c6YotsRI59Wt77zgX6PGuR5+w=,39,30,149,149,1,20170228,20170428,0
fdFNMFRsfhkUSJTzcK6YmzxMjsyK0LNqMo+X2EG5Nys=,39,30,149,149,1,20170228,20170409,0
gZDZt3AsnlOMEJkkjl+Hddv9ye4wyZvH30n2+wrkWYA=,29,30,180,180,1,20170325,20170325,1
guDnI+FQV9VM8qn5a60s9FkF7tr+3IRQT8E2ocohPCs=,38,30,149,149,0,20170313,20170412,0
hpokCaIq3Px6RPMgrHMQHr0+oB6AeKjuuZ5Ym63I45U=,34,30,149,149,1,20170331,20170430,0
iN3erV9jDgWsL3I5nfANJgAWafj+u2Qssuhqo9bkEvk=,38,30,149,149,0,20170331,20170430,0
iTS1wDPSSaxSibV7rlwnA86uuDHNWaBc5BGqOFVdATk=,39,30,149,149,1,20170331,20170515,0
iZ2G6AGB5mGdbVX4kdugGMhv7BbePzKY2/uFICCy37k=,41,30,149,149,1,20150620,20171118,0
jP2+rt8wEwgJki7TL5O8AIwvtRXUCgnKWjymWlTi/U8=,41,0,0,129,1,20150513,20170813,0
k6Ja9FYQmXxsg2jtc4CYg8Uzu7Clz4PSCvgUXRGi5io=,41,30,99,99,1,20170217,20170411,0
kfg3n6te9e3BLRm9BIlHwvOAOUuT/BNtvnJfYDpCm8Y=,36,30,180,180,0,20170327,20170426,0
kvBaPaGvkRFCtxIqGm19GoePNVBm6s5ep1NCwlCA4mU=,41,30,149,149,1,20151013,20170517,0
l9PaqnZSgx9hZQrz0Id+KVD3oqGCkjvGIX1x0/tlquo=,40,30,149,149,1,20170315,20170417,0
lJ8MS/2MQpe76QRBBIgHUlKS+JVH7M7ZgAISKz1cHJY=,39,30,149,149,1,20170331,20170522,0
lTRDIDHYSdGxCBtZ3EzTvDB1PbhTR8ImiICejhW3fEQ=,41,30,99,99,1,20170311,20170411,0
lls4rstc8qi8OlC5P+8zFu5TX7A1N3TGHD7joBhugv0=,41,30,99,99,1,20170317,20170417,0
m63R8eIw2aKzusF2EItbpAdEDIuxbH+QfHlLgtX1/9Y=,41,30,99,99,1,20170317,20170417,0
mtiDjY5P/VGkyxeVwxKqD/LgiZDFzd7Vx1+jtG57kgg=,41,30,149,149,1,20170310,20170411,0
n+vAXxhh32ejDnRzkJviGAln/NnNtY6eTxvpbn/Qjms=,34,30,149,149,1,20170331,20170430,0
nm3yP+rsawQpU9MQvraIS4NvAw34aSMja52jX4FamHI=,33,30,149,149,1,20170331,20170430,0
oX3u0gwqWxulhYCZwsKedUrJV6N4RIm+x4xDA65dP2s=,41,30,99,99,1,20170331,20170430,0
p+UwYA6tPUV8TKUZuTsR5EtkoVdhGJVSO1+ktNszwOU=,32,240,1200,1200,0,20170307,20171102,0
pIvAdymQjvaDVMBgkHfpIK/hjTdP9BfMd71MJt+ylI4=,39,30,149,149,1,20170331,20170507,0
qS45Y4cf+xrg35qPWOvLc9WY3AfioilnT2U6zxJ9oqs=,41,30,99,99,1,20170326,20170426,0
r6oKCDI+P83gB+euBvvoP5b4STKIdDX6DkPD4TClB0U=,40,30,149,149,1,20170310,20170410,0
rAayyBPd+bfnkyQoW+vUQeHtfTbjcjs9feTxobQZlnE=,38,195,894,894,0,20170314,20170928,0
rL8n8jcp+w2EsuJegY5luRYbfqDgmzz0X5iER89g2XA=,41,30,149,149,1,20170312,20170412,0
rbiqyT0gPbpOroSdg3V0nWcnkNr0Ey3rVflt6AiNBCc=,41,30,100,100,1,20170301,20170331,0
sEdKsKsAhsEC1q62db584gOuP89qavNfVmAylXROeA8=,39,30,149,149,1,20170331,20170516,0
sIM3vX0lUU3OhceyNVpI3IimNWatsuAbrRdffcEw0d0=,40,30,149,149,1,20170309,20170408,0
sJ6PAohcqIol2AnvcbzmVcmAxTr2/skM0R8zqi3zmS4=,41,30,99,99,1,20170331,20170430,0
skFOqIjQpyY7jd2Fxd3I9QKSS7a0YGdNSYzkssvyRBE=,41,30,129,129,1,20170304,20170404,0
sorbUBHWZcG6X+BqSLYMNrcjtMPoRlt6OVBHudIRNeU=,41,30,99,99,1,20170325,20170425,0
tSjPT/gnyxs+48D+4D7sOeKx9RdvCumRGiaRxM2/UsM=,36,30,180,180,0,20170331,20170530,0
