,msno,is_churn,city,bd,gender,registered_via,registration_init_time
16452,sKerQbdtXjUhy2z+TXqI5Hfe3E7/c6BrGlsCrPBUpwU=,0,1,0,,7,2013-03-30
16453,9THp8SAg5mTA8EZof8V2pO7yRdE4jCsBN1dsodwgxlw=,0,1,0,,4,2016-03-27
16454,wUOx4T/rsq7wrlMge1tUhd2iaFFFdOtpW3ynoGDHMgc=,0,1,0,,7,2013-09-08
16455,fhGwgtztAY0M+un5eoQyMuLOgy3SHepb2/Gbww7q058=,0,1,0,,7,2015-07-10
16456,oi+wjfFkqbg9BuOcKmul4hcg+rOqk83azEljFfom7uw=,0,5,29,female,7,2013-03-01
16457,NPfueKf7wfsxMZJWJW1vAO0PtnnB/uYrmOtGExDGIbE=,0,16,27,female,9,2015-01-13
16458,SCSF7HvhMOANdUhpHKMJ1TTDPvXkperV1qoHlQZ5mUA=,0,13,26,male,7,2016-03-05
16459,IjhHI+Vj5u01AlY8dpepib32nV9eiKg/P9LJfHKncV0=,0,1,39,male,4,2017-01-30
16460,VTYgoS5zwjyNhMMcwaIwowSis3lW7VrE6jmwmq5HtCk=,0,1,0,,7,2014-07-12
16461,PAMsxBa5voTYHR8qVa6LBUTh3uq5B0KEPIV1KNtemvg=,0,13,25,male,9,2014-10-02
16462,gWQz2D2unfeya+qPnZ5kJjnptsgITXViaTLa6L8iBvo=,0,4,30,male,9,2011-08-17
16463,UpWFoBLJYWS6olZYQ5uW3pvOGYfs3j6kpvu8v6dfanE=,0,5,42,male,7,2010-04-03
16464,L1K/vpsaNuxeLn/FXS8ZFTL9PDIU40pPaIl9XOafIcQ=,0,5,0,male,9,2016-08-21
16465,BrWB7KjdEL9IxbX2XMPupcylAlW0cEdX8DJAo5TFc0c=,1,1,0,,4,2016-09-20
16466,wC6VW0+bk6fMY/akrC7PWRWGmErUL1bmBmWR4jlWtHM=,1,1,0,,3,2013-09-11
16467,OQQeaHHO9D4cM6+hnoQKSYUUHX4XvCvmHFMMsTOjAt8=,0,1,0,,7,2014-07-04
16468,jdMsESsOuFBMYCyAM45iTnn9c2ghssiEPfS344tUSJ0=,0,6,0,,3,2012-06-10
16469,zL7lIXCw+wTwJ6N7rdCvoupVqmStiLVqXMyKhjbnINU=,0,1,0,,7,2012-09-11
16470,/iRjky36la+xTJLfeTsD+NmC6196DvMVVXFudDE80vE=,0,5,31,male,3,2013-12-13
16471,ulPSkvzrri6ha3pLWoHChgpmjbe613b33VyO2hDjiG4=,0,5,17,male,3,2011-12-23
16472,Ztv/x5zlohvK7y3yoF991OYokOXvDgemMYgd0CTjyDg=,0,1,0,,7,2015-08-25
16473,ELxvbB9ZxQxYL2RQUfQt2BXypvvNJSYpauGH7sFJhQw=,0,5,0,,7,2010-03-28
16474,Hx8jYpuC1fRY336FLwv0xTwc9K6gYcHVGnKXChk06e4=,0,1,0,,7,2013-10-22
16475,aec5MeVNA96IsXbSw3v3mi4xGhqbCiURrjx7p2szV/0=,0,1,0,,7,2016-01-19
16476,JmgkDmVeZmEKDwgNT5ddZtgZOcDcJALpu1y/jyh0Lts=,0,1,0,,7,2012-01-12
16477,Fsk5eSB5KCGzTAF9NVEvedatBgmzeoY5Gh2kRPlu1c4=,1,1,0,,7,2013-01-01
16478,H50dlzlnLp968E5LOfiHFpIaf1KX95xv7fNwgCVTsPo=,0,15,46,female,3,2014-04-07
16479,mNXOz1qAj9RIHVLGQMACRI1xfseeBAJOj4T7w3+m72U=,0,5,25,male,4,2016-09-06
16480,SRJLnLYepQzBsZfY4mBBkOIaHejzguWQRwhqtudUQ9Q=,0,1,0,,7,2015-11-07
16481,5wJYOUcaL+gdkNEvnISKv1en8tA/jLwNk/Fj+DVBS2w=,1,14,27,female,9,2006-09-13
16482,hVJCm2Jz/VbOyLaMdoPOjRuU6aBFc2OR/PP+4qnD4t4=,1,1,0,,7,2013-11-16
16483,A98MHJaLEqBgeWfifx2xLc0i8Kbe052kVDsph+XLHTY=,0,21,0,male,3,2013-10-12
16484,6QAPsgkNXix9cDoUU2tcMfzSI+TkZRTxucugmTwapjI=,0,1,0,,7,2013-12-02
16485,ZouYBLHSokJ0cU40qvoRXDfjjiy9Nr7ui3ITGklo74Q=,0,3,35,male,9,2004-08-02
16486,zeIN5UzvXxntIM5stp/bZaGaZhw4wGOyJnm4wR81Ivo=,0,14,28,female,3,2016-10-11
16487,SXg/9wsZJIfGpPAvBimfzHjX/e97rmgntaD0GIHsKCc=,1,1,19,,3,2013-09-08
16488,g39P7QcrKKbDRyKdPaWHl3vWD0Vhygmj1O6gngwgFI0=,0,14,29,male,9,2005-01-10
16489,HfybGvYhBhSDagCwGoHoD/lbICw+Pd+vTbeCNUDbgUM=,0,16,45,male,3,2012-07-15
16490,/W1kQirDcRKqNDPTjiZcvvZHOai9xcJHoW+TZjx3CN8=,0,1,0,,7,2016-05-10
16491,ux0edMN1K6sQpSjGCbk0CHp8tvH0wVL3IR/UlSLnYqQ=,0,1,0,,7,2014-12-12
16492,hXh7YYQSs8I9aoH8/bKiwWySKm8LXdKk0LFmePGgFRg=,0,5,50,male,9,2004-04-06
16493,S2eAFrbXCu81tKNVflIImAEFr/U6wnOMADsXBnBhO1Q=,0,9,20,male,7,2013-06-12
16494,b1xRW4oGNloW/xuOmmQuZkYilaAx7Qto7q/pE2RzPT4=,0,1,0,,7,2014-04-05
16495,yQLRkCyomZ5lHfsFMAdu2Sm08n72TFbI2FAHEB5fWX0=,0,1,0,,7,2017-02-24
16496,81dGiHySYW6JNgZHw/xAFVf9H6vtNg/hOavPRugyCQE=,0,1,0,,7,2011-12-19
16497,uGqhm8S9a/evOfFoURJCVTpg4ju+GY4j0WzwrtnjWeE=,0,1,0,,7,2014-02-24
16498,ZnQO/9lh/9idWDF5W0y3az5xyP0HZA6XvWra2i+YKs0=,0,5,23,male,9,2016-01-25
16499,8ASjsoKbSHdG3Ql/xiigDRfUmuxSsz2fxuZCDa/0h8I=,0,1,0,,7,2011-10-19
16500,ZJ2lCh6RG4fc39XMb6Ou/MummjNwQIO8kUI7Qlqp+EI=,1,5,0,female,9,2014-09-17
16501,iftrh/O7m1b2/FXtSReLrb+XNlpkGvQ+Gp1V3aaZ/Qo=,0,1,0,,9,2014-08-26
16502,98L/d1P1r5x4ZQ5deminEkoh0JCi4TG0CmirkSQ6J8U=,1,21,29,male,4,2017-01-11
16503,eWB6BQaVN/ldD9LENZkGsHlCqlzEsdA5ws1cj81cE+4=,0,1,0,,7,2015-12-15
16504,jmjF9YwaEF7v4Z2h3iabZ0Q3eL5qpePMD+iyrErenYI=,1,13,18,female,9,2009-11-25
16505,/3aI62YM/P06JGAn8k7XsvXYz6xenNpB3EyLhQ667bU=,0,1,0,,9,2017-02-09
16506,VQ/XD7ecX2zBDRdCZSzGUEm9w8uRRGq2ODBNEx/cjqE=,1,13,23,,9,2017-03-24
16507,H8hBznktNZQ10R/SV+TaqiCq+m9oMkITFloDGtNpeoY=,0,1,0,,7,2014-11-06
16508,t+f2cTpwpxy8jMkBdVKA6FOIzQv217BQ5QjWHq5WHw4=,1,4,33,male,9,2007-10-30
16509,iFPfsp1a4nAXd8Q1HWL3nEpS1xL7wE5Ysi3Fm+QMe1M=,0,5,39,female,9,2006-09-07
16510,9hin382e+lzX0dAtCEHCjk+s7iBAUYEgkueQ0CNgAdY=,0,1,0,,7,2015-09-20
16511,+Z9eBIzCe6O3zgB57vloGJr89uH4LWAcKA7CqiuRIbc=,0,1,0,,7,2014-02-07
16512,EKhLeiMMK3VvzphvzOU7CpbfFXN06TYgouSPJkTS82A=,0,18,25,male,3,2012-07-10
16513,hm3mA44X2tDrXmcSrRYJ5BRto3OK2fhzk30O89S9hA0=,0,1,0,,7,2016-06-25
16514,L6gmTGPYotNXN/rLtSUsTGlk/8ubEypsqatnP7zKeLw=,0,1,0,,7,2016-04-23
16515,rGJ7GFKj8dH4b6M7FU4ZsPuGp54qty4Wdd2/WsDQcUc=,0,1,0,,7,2016-07-07
16516,XexaAkNWGi20YFsDYPxs4O8Pd86fY1cK4dNLPNVDr30=,0,13,0,male,9,2004-11-07
16517,lEzxLnEp7ew6C3O7VsKVY+/fEObJ2ZLkSXkHEplVMg8=,0,22,25,male,9,2011-05-24
16518,F/yAVd14mk1PAtgNEH5CJ8HV6qOphNCIuSzJEmqcODA=,0,1,0,,7,2011-04-19
16519,1qQCfRVXsWHQwiseF1k5pc9AgMZy526rikxD2Neg0MM=,0,13,36,male,9,2012-11-16
16520,7hsIQ0YWbjf2SLMFVlJW2AGB8mEaPRpRK7NcULR1QTI=,0,13,43,female,3,2012-07-03
16521,qCVfj3I1n94HZcpRg4p682e12sjMMwdKJt8oxTh7KPE=,0,1,0,,4,2016-04-06
16522,DuccxEQYxjHMkHKvi5OS2rcjfA4bEBFOAyA+OZ4CURE=,0,18,34,male,9,2009-07-28
16523,wWgrPH1SKcnvzq3w4nnGBq3EuHqARzF+5z6BhHDifx0=,0,6,35,male,3,2013-11-23
16524,VfLYzFCqvWfl4q7Nobt9j2bwj4EsgeORnx49/q+mn2Q=,0,1,0,,7,2015-10-29
16525,ViXZ8euepdrc47iet6dyiVrcFlJgbEWaeX253qSUV8Q=,0,15,31,female,3,2014-07-31
16526,Z1ri5tSlTWGvKsZL3tD8EaWryGpFu8HlhmVC2WcdlAM=,0,7,25,male,9,2010-04-28
16527,JKLbzwZ6x4mw3karETyermAO8XMUrcrmcJ5TfnLpVhQ=,0,1,0,,7,2016-03-31
16528,CDnrBovLHFooDyKTiLxAOszTOmeR4tt0DUeStCTRzeE=,0,1,0,,7,2014-01-02
16529,Lp4apqrWwQquCKh71UsDshXMcd6b3HQrOhKRNL3xaaU=,0,15,22,female,9,2014-10-23
16530,i1HaiyMt4JHFFKorX7umCX7GVy373NP/sHpROPc7i+g=,0,1,0,,7,2013-12-31
16531,pPgsZxmdYmkx+mj1NHgwB33it1xxq4ftlxmy0J7RYOo=,0,1,0,,7,2011-03-27
16532,sGzFvP9TSmxYDe8fSyfcvU5j7uWpzoU++YaPi71rMTQ=,0,1,0,,7,2013-08-01
16533,wsHEP3s1u2HobEAblTkfJ7JyHml6SyzWhjs5BbDj3T8=,0,1,0,,7,2014-08-26
16534,rFEkn9RRhNGGy8Ud8IHiiAdHsNpMondPUPFoPuR39aY=,0,5,32,female,3,2015-08-02
16535,7q5uRfo0VOSRoclK48DPcC1L0NO/hBQqHMQa4mo9mm0=,0,5,31,male,9,2012-02-01
16536,P8GpNXRvRdNX6vAiLCFBNdlKpsUpMHrZiei5Yx7KKcA=,0,15,29,male,3,2012-05-08
16537,SrZem76n1G1ErP52GgJVRPDBXynHQVxPcoZgcx/ZXos=,1,8,22,female,4,2017-01-27
16538,hCo5cIKuWfexzLO89D5WU72cREwHjNFDLN5lujhFHq8=,0,1,0,,7,2013-11-10
16539,QDkt8paxBWZCM5udPO+aVqICxXnYCvYjZgB/xo2/DdA=,0,13,0,,7,2012-01-18
16540,mrnTIqWanFPn9OndJAXtigT8VQJ76rpZ3xBcKjh4d2c=,0,1,0,,7,2015-08-04
16541,6yQ0v+9Z1TBYDGro2lkg1xGA+mR98He0I9pBajOn4Vk=,0,14,27,female,7,2013-09-20
16542,yQRKQbNdbljRo+Mx8KViY/Msm+d1C4fbssUCoKW4clM=,0,11,33,female,9,2006-03-10
16543,o7lgs+9kNIyZhL5284OMZKMZxLklWvtO2qMXre+Yy0E=,0,5,34,male,9,2012-02-24
16544,96fhXptausIGoaGh4ZHbjgSQnbnFbVbarCYTlI9kwHM=,0,1,0,,7,2013-10-23
16545,sLH0wJpRNkVh4696udLxWdPyopVp4yRUa9La3/qLL3Y=,0,5,25,female,9,2008-07-06
16546,Fg41irjvEF5QfM9YxAzWL8cTU/VdtYYX93/x1PtkBE0=,0,5,31,female,9,2011-12-29
16547,p9HOnAhPg6gUOTv/sNPfuQq7Ay9EyAAna0wF6ScRjZI=,0,4,23,female,3,2014-06-05
16548,NbTZVuWdsdQK5/u4ZWc7wxSgfPfQ0haH9TVDcOcZggU=,0,13,36,female,7,2013-05-13
16549,uzWVAl4vmU0WDiT+r2M4i1O/hgfU6v/H5XPsCJd1xiY=,0,1,0,,7,2015-09-09
16550,pmpXCDFO67skXVH/d+A92ZOrmhhE+7C4wFmb6WMtO8I=,0,15,23,female,9,2011-12-19
16551,YktyA04Ae3bKklHwizDZhh21I6LZK1/frRm3pmVocEI=,0,1,0,,7,2016-11-08
16552,6Fbce+/O+z7C4oqHSXUI+J5Z1QvVHxptgLo0QKWVbf8=,0,1,0,,7,2016-11-17
16553,/M5fsRlxYQvcdfWOlGQGEhbmdlY/Owi+Qb7CKWP1tgA=,0,1,0,,7,2014-02-06
16554,epw5oF+47880VDJkOuDgg6bAug+17Oe/uh79qomg05o=,0,4,28,male,3,2012-12-15
16555,3YfpF+DReEVn6zzQwzIT5xTNddOYbfBuKLAs+laLljs=,0,13,29,male,9,2006-12-05
16556,Q7tTWlOjcmfyqqkCAYyNXAWll9witFngTqDuiGvDQ74=,0,13,35,female,9,2011-05-09
16557,+irub28Frst6tI3reXhIjfsma/PBH32XCE+5jentZsw=,0,1,0,,7,2011-04-15
16558,Y8TgPOz5BztqNKINi2NHkGOb3p+OuyCkunhO+Qm3DJM=,0,13,25,male,9,2007-09-26
16559,XTU4ryopPRSp0K6btzdONYz9DpdYX0Jf1vAScntNbnE=,0,15,45,female,7,2011-02-20
16560,24csE1bgxZSesXYg5Vo75KA4F5KzrSsI1KC9giY8nl0=,0,13,32,male,3,2014-02-23
16561,saJlVOgsKTvdvksBEo7NGqGORALOqTRS3gFHkXvvdHI=,0,1,0,,7,2016-06-24
16562,500IUr0R1qSAWqRwPazT751M17gREFXbwUq0tESTpiY=,0,15,25,female,9,2014-07-27
16563,Y9nAaUPBPG71I/vJzJ8vJxfCThl7zeST+69Mnmjpdf8=,0,1,0,,7,2013-03-11
16564,k0/LlmOSwXZrs5EfGbkO4IaRLGgR7k0fUHDUXEfGf4A=,0,15,21,female,4,2016-10-02
16565,bbWowD6E2e+A9NhDPjPx+Sp/uihCD7W3Hz4jVumdw0Y=,0,9,35,male,7,2013-09-27
16566,rNupKONIKXpRJKKaCXjIODAKtvpBalQ6aQOk8rVCC/E=,0,1,0,,7,2014-02-18
16567,lSp8CA1kXuaa/GaS0MQ/QKhZsLghGwD4s+OLcIZ3Eqw=,0,1,0,,7,2015-03-20
16568,E2o7vjfAViQj2VMuj1QYeAj+kqFFCu/F4qtse3Ruisc=,0,5,21,male,3,2015-08-14
16569,VTtgNaKO8IgvZRcyfpaIZ385Hz8gjv3YmBbliTqYKRA=,0,1,0,,13,2016-11-26
16570,G2gLILg8oEJDOmAxCaZs9VvXgww+ahPkdjU5ci+EbT0=,0,1,0,,7,2011-12-07
16571,99v7CTJpZRfKXgykq6HvO4jkbBbNbvhbbQAwm5QrYZ4=,0,1,0,,7,2011-04-12
16572,pNMr8jt4z1mc+Ycok0lYI51Pv/0HmL45EQwzjuwZxIQ=,1,15,0,male,9,2016-04-13
16573,0jYWUCLdf5eW+l1F5JdTVkuDh6j00TIVs7wkfR46xOg=,0,1,0,,7,2011-06-15
16574,kEv5233rM0yLlIGcUaNi4/1FOjI2IHB6tBfhBtukaxk=,0,1,0,,7,2014-12-26
16575,MOt+Bi9cUVLpa+hIlSimozCyqMGuKB35kMM0zENC7Yk=,0,4,38,female,3,2012-03-15
16576,hyKjh9vV58KHd2lxDXTYXvIsHgjMoS3uBb9e+V466bY=,0,1,0,,7,2010-10-06
16577,H0LKMhlfE17ktgukq++GXY5wrsmJ5yTj5gvBneEIpUo=,0,1,0,,7,2016-08-05
16578,dKrHdHeuzOKrFiJC6EQ39SDBRCpLKZDm/P6bt+JZPRg=,0,6,22,male,9,2014-03-24
16579,oVH1VPphg7EJo2vI5zDrxJlGxdYCo5XyvFO55CljszY=,0,13,18,male,9,2014-06-23
16580,JHB+36TZEhkz5EKTxkRjrdQeaCpYB6v9ishADJ/0Jms=,0,1,0,,4,2016-06-15
16581,cjVq/VBfHpeRD/ZuD8rGu1pLHsnHJFe0P9kmnA2X2zA=,0,15,26,male,4,2016-06-25
16582,f+Di4Xx9IhMjLeL5JIfrkqGPjRwN/mawmZbu/0v0Gxk=,1,1,0,,7,2012-04-12
16583,j4X+75DLOMAVlpVYl4KKkzAAnP9Tpw3XYwPQ3Gr/Xhc=,0,5,33,male,9,2010-01-20
16584,diQnt2xG5wLE2jPjpCkhHblv6zKmKPTSIhK2fnm9qpM=,0,1,0,,7,2013-11-08
16585,WjXucLwMZdSyAUqyGekzgRLY2GFWNzQ6tPuzBUYJ3MM=,0,6,36,male,3,2013-01-27
16586,n/Y15q7qOWsQY0+qklJDV9zd2dQo6l0XY7vleGUjexM=,0,1,0,,7,2016-09-17
16587,Yi0CvrnXSVqGZtDzPhI3+BKBqVrGSKA6x9WvYnioEJE=,0,22,51,female,9,2015-10-02
16588,9fggeu8IossXhF7sPM87Lq3c51jae90jKGBNZg7beCM=,0,4,56,female,9,2011-03-18
16589,UbMy7IYyoRorgNw0WUcMJZ32D9Z8WwAvVeSYO5Xqw44=,0,1,0,,7,2017-01-21
16590,WUjGnVfpmmErWFokz8ZoW7K3sbE6yueKSUxkyVvlUZQ=,0,1,0,,7,2015-10-03
16591,S9UJUFfc49SO93XghUbxToSYtoXf3EUtS0nTi1z/hSQ=,0,1,0,,7,2013-11-17
16592,LWRFeCbWPT48vWRO2I8XxzeBfJa15Efa7RYIv6v1rWA=,1,21,22,female,3,2013-06-17
16593,C7treKz1uJztLFvRM4m22XSuNdkuncotqFhEeT4Nbdo=,0,1,0,,7,2017-02-08
16594,dq85JwHC0j5C33+jPh0+cgiGpCqykM46pyoyyICrgQ4=,0,1,0,,7,2016-01-31
16595,rcNgcM1CiImPFe5U82LiuWlAxcQLJoVVEexEnAQEJAs=,0,1,0,,7,2012-02-04
16596,sXZjT3P2ZYe6AKtt0H5mCNZGcrGL7ksOzB9S+lh0XJQ=,1,9,24,male,9,2013-03-20
16597,ipb4nyZdfkeOwORr83XB+gefaNaRmtMkQvh5X5Q4I1Q=,0,1,0,,4,2016-09-02
16598,5uPK0hAR634A/bgP5X2l838BqyF/DswBy9AKAPbGfJE=,0,1,0,,7,2016-04-03
16599,vtJp4mQ0Dm9T9F1gp2uCsJMRN7esriDR2DnU4K2fGok=,0,1,0,,7,2015-11-02
16600,u0RIrtOfwv7celD9FULFyk+WAzd1agmviC6h4+TVGqY=,0,1,0,,7,2016-12-20
16601,jtC4BGRwpQYbVubLsjvX1pQ/zJtLXNKkYFv6Couk08o=,0,1,0,,7,2013-07-31
16602,f06oWk+lYv7vEUtKFacFtxo1dT5eui8hO5fhiIxcmRc=,0,6,20,male,3,2016-11-29
16603,SFcDmK56QjLOzIAqmRs6je7AyPEiLj59rJUR44o4QqQ=,0,5,96,female,3,2014-10-17
16604,KR20V42c7Mowz5WaG6CQmj4cpdaO1FPtaxA085yiqZU=,1,4,27,male,9,2008-11-19
16605,nFZiCoblrjyD3Adg0YGvNfQIAI8A3MrtZmKNrZYm3M0=,0,6,28,male,9,2008-06-15
16606,0hi4sirsJeadZka++K+DKCvR1DDudqpShhcl+0SX/jk=,0,13,35,female,3,2012-07-17
16607,MuAEfjtnrSe+PIItwy78Xio4m7Qje1ye6ZLDSCCWNx0=,0,1,0,,7,2016-03-03
16608,c2uBjwEGyPfAnvyW/JtmHxLlnAj8negSuw+5WdiDE6Y=,0,1,0,,7,2016-12-08
16609,r/nSu5L6HvvJW3PfzJ8U1No6EvI3wRSOWuUuFH45N4A=,0,1,0,,7,2015-08-07
16610,2Kkx8QaQfNI3Y+Q+m46NScx/68+3Z0/u8KD27pX7up0=,0,1,0,,7,2013-08-11
16611,JYq1IkF/gKnQ3TU/ftnDYYhQhbvlPwHLzUhOPmewtYg=,0,15,49,female,7,2013-09-24
16612,3dlEuql/7XbMZZZb3MnSDlhCEN+gHeH5Ngn50apMWFs=,0,22,21,male,9,2013-09-12
16613,m2CaTyktQ20TMbtjkNSZ4GxJchxTZtaZWULWQvl8OCA=,0,1,0,,7,2016-07-06
16614,HOA/mYnMdoEDPDMs3Cy5eAh1CK39auGlRzGA28MrVJ8=,0,22,26,female,3,2013-10-02
16615,aRNlWUCGcZzGFDPkYElX2P0z02MlBW7SvJIAyUInaqo=,0,1,0,,7,2011-12-18
16616,Hb0OT/zrvdJE7lYSE5AuPkQ6a/AcJTRxha74GtYNbOA=,0,17,52,male,9,2009-03-10
16617,YV5zIRMkbo9QrceZVpsjoNY7zydryu9K7Y+gPWA3C3g=,0,1,0,,7,2010-07-02
16618,pAdPo18QeldMFpopCJHWeczWZVV0hS9Mtb+IGnrDdYA=,1,6,34,male,4,2015-10-23
16619,fH+SLB/MesvE4ptJWal2pJVo6YcChIn1VgryXOrq3JA=,0,13,32,male,7,2015-12-09
16620,E77WQqg/tG6XQGezX4NUZ9+FfSGxJZPFqlmr2OdGLtE=,0,14,0,,4,2016-01-24
16621,DDWTPZWxg82GtM35v//9lUXEwWSisvvk9FW8Dv7/Dv4=,0,9,17,male,3,2017-01-22
16622,fN/L+fCPHTW35Anz9eLPGa/fXyuo/BSd7zKvQrrTtUE=,0,1,0,,3,2013-05-25
16623,GznbZvBNaMlxcpaTaxYNGLjw4ygdUeJzJy6HahuhMLA=,0,1,0,,7,2016-03-27
16624,LAJznK1obCHSAbG/7Zyj3rXRADdPNqUjUjdCy7d41T0=,1,3,23,female,9,2010-09-05
16625,zM6dzdV2KnhCmqEaAXyOkgOJGLayGlEmJZLgjcmHvbk=,0,3,52,male,7,2014-05-01
16626,xP8ALj78ZYnQiWiA8TNarcvh24EWCXkQzPaSR+TFQGY=,0,22,25,male,9,2008-11-20
16627,anpNDRHMJkHVQPTxRPXWk3pIzolUMhs4Nr/hJGH0RJo=,0,1,0,,9,2015-08-11
16628,eq8C2X42e86PM9+dimjMx9Mh2UDoM1G1mrJQmKNEsTU=,0,1,0,,7,2017-01-31
16629,3CYx041+bVoG+zzdAd9AkrKuYkkQE0nmMctjCWRU/eQ=,0,8,42,male,9,2004-09-17
16630,/koFaQfsPsWZyPxy7R4qdzhU/g95yPdDH1Y5ZjNEpBA=,0,5,45,female,9,2007-07-15
16631,tZStqbBbYvL5f38FyOdqsL0XvZR9rDDg2pWPLCIxg8s=,0,1,0,,7,2015-07-27
16632,tN2wGdEWOc2gjVLq2k6cN0ogHMJQbgWqeBqLNuGcr4E=,0,15,26,female,9,2007-12-06
16633,Geeoz/c8vLA6BDtsSCcS1VHCCaI9GGMgBWCTxh08OUg=,0,22,30,female,9,2006-05-26
16634,dLAcixChtWk5QLty+1zB2Nt014ulxKiy5+Eo4srvObs=,0,1,0,,7,2014-05-20
16635,J90Gd3U+EIcrypRIOgMhYfVxWHhVXVA5g/YsvSFAsmo=,1,13,26,male,9,2011-06-20
16636,3wA8K7jy38i6z26PAdJyzjbTHlkbVwy2B/d5WcEpZbk=,0,1,0,,7,2015-11-11
16637,gzQPT63gMXeXtXL8mUJa3gkjXeQb5UgkOKilxxK2IHY=,0,4,32,female,3,2012-03-29
16638,8lf0dYOEbUyc+QNPYVfx2o22XUTiVYPSrhAwFs1UATw=,0,14,36,male,9,2013-09-07
16639,zeA4etd8hrNjW1s+gGkrkTG5f0xAX7yy9b8Qehjx8e0=,0,22,24,male,4,2016-01-03
16640,Q3EsSIsLd4o+RaWRzGawZfU8+0WThIhOCyD0iowUkIY=,0,14,20,male,4,2016-10-24
16641,hDG6fD0gTRLYNem4TvasLBl4Ih7q/uXpSzXd8MzO2Ls=,0,9,31,female,9,2005-03-01
16642,FEF7g6atMs2A0ZeKPy9fgeL33U1tGDKvrBRRb93YrW8=,0,12,24,female,7,2012-03-22
16643,IXIf/JrGLvzf2j5fkvC4zmEogek3Ivq4sQAqRptuv/8=,0,5,43,female,9,2008-11-12
16644,iKUqqMb8QFyqbkEbKQdsYVMxYzrY0QAzgy1pR3qLINM=,0,1,0,,7,2015-07-24
16645,oI/Xv3LEFbAJm/aV1KGUFYNG4Wxc/bmQ1wqdvumq/2c=,0,5,24,female,3,2014-01-23
16646,a8Q28YafOpzMG0xbP9VguFd7Yh5GO/X7O+JQ8hBcdzk=,0,1,0,,7,2011-04-18
16647,H4BXWTbbtes2LiZcGM86FXceYdM6SUb0OqM+5rE8Q2U=,0,1,0,,7,2015-08-11
16648,GUSrjTds51V4SNgDsGbbBaL0DNb5FnJHG6PI7NPFUUQ=,0,1,0,,7,2015-11-16
16649,C0tyFayi25oDZ+eicXNsLDdpN3+G1BDWBWk6+rsUpMc=,0,5,24,male,9,2014-11-22
16650,W92Iw3KR+CkRXPQ+xhi1b+zQIelQ/pHyKjl0z2yqbt0=,0,1,0,,7,2014-05-26
16651,OVQw/+LNEoYprd2sic/k9JtKVwksNVhI8LhO9J7GLjM=,0,15,30,male,9,2011-11-09
16652,IV2OC/wasP1E4Cd7RBbMUca2dDhV66nQ4K8c98T3h+A=,0,15,30,male,9,2011-10-18
16653,h9ffOZ3qnvJeAj4iOqlmHne/PnoAQPgrsGMOSKuVeGI=,0,1,0,,7,2016-09-28
16654,Dm/SPsRZX7tjxqIHnO2KEGqeGUoCYtv7cR5ewRaecTY=,0,6,0,,3,2014-07-22
16655,h4z11eUUNwmktJUjjxUEzzzsEm0J8g2NtZWb3OSj+jk=,0,1,0,,7,2016-01-07
16656,Nfl2js6Y84p9NQKJXoIeliGzJWr4pSUfVQUTFme/RI4=,0,11,27,female,9,2007-06-03
16657,g42vgzr0EJsJpMMR8gAp4v5mKeS3QHG/7lFEYLfhfVk=,0,1,0,,7,2016-05-07
16658,0VmtBmabLwcFqS8eHt7jzbbgFidLyr3F5porAwTw9tE=,0,1,0,,7,2015-06-03
16659,1T8a63SYIENt6LlDzjczW+/ho68UkMSUfDat/vaweVI=,0,5,34,female,7,2011-06-09
16660,7gh41t4gyoA96ZD4VPEAVUWnRJDgOOIwoNjsyOk5zXQ=,0,1,0,,4,2015-12-01
16661,gwaICU+ijhgTx4dDo7oCmOKtJkxX2vvVAWincRl5R0k=,0,6,27,male,9,2016-11-05
16662,OOTihMPzam9y46uJUx2DLc5Lvxl1OFnklgeOBjixP9M=,1,4,0,,9,2015-07-11
16663,ZuBEDm6hWmn3B4d+ZyF2SlEUi0AMIt1icjNEnISy5Rs=,0,1,0,,9,2015-03-09
16664,7WdUfHOSAOhc9YRBEsqUHvs3LQusFpun+dYIgl6jw9Q=,0,4,0,,7,2012-07-18
16665,O/DHzzQ+bVhYvCoVo+JCEAJquYtekaqM4V/bdx9/77k=,0,13,47,male,9,2008-04-22
16666,ImihB55SOLoq3DO4bL9nAZuVBvqLTP5kKyC1mNbz3VI=,0,1,0,,7,2016-07-21
16667,LsoocHAJduXpPqviYeMokjl+THZjLyV6jFo8RwiHY4A=,0,1,0,,4,2016-11-27
16668,8gwVhew7IPRUF95k3HOu9YdjhYKJA2o1sxPKrBjTKYk=,0,7,28,male,9,2006-12-10
16669,7bZlntJUk1a1LRsUBoojnHZk/olvArXul9JEIUTeaRs=,0,1,0,,7,2015-11-02
16670,RXSoMtnnRUdDy+a/XRFaqHA2TMut5//Zh5BzXe7ySHE=,0,1,0,,7,2010-11-30
16671,1CMZexipGtepvq34pHNaxPd1o1iKYcO13f4a7S5Vtms=,0,1,0,,7,2015-08-20
16672,DYiuMaiMGuLqwKo6hZmLu0H5iXsKVuHeurPbCvcV0ew=,1,4,22,male,9,2011-04-06
16673,BJ4gsPJGtXB8mVRl3vz17q8JT7gLNPbqSiskv+koQJA=,0,4,43,male,3,2013-02-02
16674,D7DgRvhpog5t2r2OJ5wy5V9eIqgIfRn0I0tzUCk+m0A=,1,8,17,female,3,2015-09-18
